class index,filepaths,labels,card type,data set
7,train/eight of spades/023.jpg,eight of spades,eight,train
7,train/eight of spades/024.jpg,eight of spades,eight,train
7,train/eight of spades/025.jpg,eight of spades,eight,train
7,train/eight of spades/026.jpg,eight of spades,eight,train
7,train/eight of spades/027.jpg,eight of spades,eight,train
7,train/eight of spades/028.jpg,eight of spades,eight,train
7,train/eight of spades/029.jpg,eight of spades,eight,train
7,train/eight of spades/030.jpg,eight of spades,eight,train
7,train/eight of spades/031.jpg,eight of spades,eight,train
7,train/eight of spades/032.jpg,eight of spades,eight,train
7,train/eight of spades/033.jpg,eight of spades,eight,train
7,train/eight of spades/034.jpg,eight of spades,eight,train
7,train/eight of spades/035.jpg,eight of spades,eight,train
7,train/eight of spades/036.jpg,eight of spades,eight,train
7,train/eight of spades/037.jpg,eight of spades,eight,train
7,train/eight of spades/038.jpg,eight of spades,eight,train
7,train/eight of spades/039.jpg,eight of spades,eight,train
7,train/eight of spades/040.jpg,eight of spades,eight,train
7,train/eight of spades/041.jpg,eight of spades,eight,train
7,train/eight of spades/042.jpg,eight of spades,eight,train
7,train/eight of spades/043.jpg,eight of spades,eight,train
7,train/eight of spades/044.jpg,eight of spades,eight,train
7,train/eight of spades/045.jpg,eight of spades,eight,train
7,train/eight of spades/046.jpg,eight of spades,eight,train
7,train/eight of spades/047.jpg,eight of spades,eight,train
7,train/eight of spades/048.jpg,eight of spades,eight,train
7,train/eight of spades/049.jpg,eight of spades,eight,train
7,train/eight of spades/050.jpg,eight of spades,eight,train
7,train/eight of spades/051.jpg,eight of spades,eight,train
7,train/eight of spades/052.jpg,eight of spades,eight,train
7,train/eight of spades/053.jpg,eight of spades,eight,train
7,train/eight of spades/054.jpg,eight of spades,eight,train
7,train/eight of spades/055.jpg,eight of spades,eight,train
7,train/eight of spades/056.jpg,eight of spades,eight,train
7,train/eight of spades/057.jpg,eight of spades,eight,train
7,train/eight of spades/058.jpg,eight of spades,eight,train
7,train/eight of spades/059.jpg,eight of spades,eight,train
7,train/eight of spades/060.jpg,eight of spades,eight,train
7,train/eight of spades/061.jpg,eight of spades,eight,train
7,train/eight of spades/062.jpg,eight of spades,eight,train
7,train/eight of spades/063.jpg,eight of spades,eight,train
7,train/eight of spades/064.jpg,eight of spades,eight,train
7,train/eight of spades/065.jpg,eight of spades,eight,train
7,train/eight of spades/066.jpg,eight of spades,eight,train
7,train/eight of spades/067.jpg,eight of spades,eight,train
7,train/eight of spades/068.jpg,eight of spades,eight,train
7,train/eight of spades/069.jpg,eight of spades,eight,train
7,train/eight of spades/070.jpg,eight of spades,eight,train
7,train/eight of spades/071.jpg,eight of spades,eight,train
7,train/eight of spades/072.jpg,eight of spades,eight,train
7,train/eight of spades/073.jpg,eight of spades,eight,train
7,train/eight of spades/074.jpg,eight of spades,eight,train
7,train/eight of spades/075.jpg,eight of spades,eight,train
7,train/eight of spades/076.jpg,eight of spades,eight,train
7,train/eight of spades/077.jpg,eight of spades,eight,train
7,train/eight of spades/078.jpg,eight of spades,eight,train
7,train/eight of spades/079.jpg,eight of spades,eight,train
7,train/eight of spades/080.jpg,eight of spades,eight,train
7,train/eight of spades/081.jpg,eight of spades,eight,train
7,train/eight of spades/082.jpg,eight of spades,eight,train
7,train/eight of spades/083.jpg,eight of spades,eight,train
7,train/eight of spades/084.jpg,eight of spades,eight,train
7,train/eight of spades/085.jpg,eight of spades,eight,train
7,train/eight of spades/086.jpg,eight of spades,eight,train
7,train/eight of spades/087.jpg,eight of spades,eight,train
7,train/eight of spades/088.jpg,eight of spades,eight,train
7,train/eight of spades/089.jpg,eight of spades,eight,train
7,train/eight of spades/090.jpg,eight of spades,eight,train
7,train/eight of spades/091.jpg,eight of spades,eight,train
7,train/eight of spades/092.jpg,eight of spades,eight,train
7,train/eight of spades/093.jpg,eight of spades,eight,train
7,train/eight of spades/094.jpg,eight of spades,eight,train
7,train/eight of spades/095.jpg,eight of spades,eight,train
7,train/eight of spades/096.jpg,eight of spades,eight,train
7,train/eight of spades/097.jpg,eight of spades,eight,train
7,train/eight of spades/098.jpg,eight of spades,eight,train
7,train/eight of spades/099.jpg,eight of spades,eight,train
7,train/eight of spades/100.jpg,eight of spades,eight,train
7,train/eight of spades/101.jpg,eight of spades,eight,train
7,train/eight of spades/102.jpg,eight of spades,eight,train
7,train/eight of spades/103.jpg,eight of spades,eight,train
7,train/eight of spades/104.jpg,eight of spades,eight,train
7,train/eight of spades/105.jpg,eight of spades,eight,train
7,train/eight of spades/106.jpg,eight of spades,eight,train
7,train/eight of spades/107.jpg,eight of spades,eight,train
7,train/eight of spades/108.jpg,eight of spades,eight,train
7,train/eight of spades/109.jpg,eight of spades,eight,train
7,train/eight of spades/110.jpg,eight of spades,eight,train
7,train/eight of spades/111.jpg,eight of spades,eight,train
7,train/eight of spades/112.jpg,eight of spades,eight,train
7,train/eight of spades/113.jpg,eight of spades,eight,train
7,train/eight of spades/114.jpg,eight of spades,eight,train
7,train/eight of spades/115.jpg,eight of spades,eight,train
7,train/eight of spades/116.jpg,eight of spades,eight,train
7,train/eight of spades/117.jpg,eight of spades,eight,train
7,train/eight of spades/118.jpg,eight of spades,eight,train
7,train/eight of spades/119.jpg,eight of spades,eight,train
7,train/eight of spades/120.jpg,eight of spades,eight,train
7,train/eight of spades/121.jpg,eight of spades,eight,train
7,train/eight of spades/122.jpg,eight of spades,eight,train
7,train/eight of spades/123.jpg,eight of spades,eight,train
7,train/eight of spades/124.jpg,eight of spades,eight,train
7,train/eight of spades/125.jpg,eight of spades,eight,train
7,train/eight of spades/126.jpg,eight of spades,eight,train
7,train/eight of spades/127.jpg,eight of spades,eight,train
7,train/eight of spades/128.jpg,eight of spades,eight,train
7,train/eight of spades/129.jpg,eight of spades,eight,train
7,train/eight of spades/130.jpg,eight of spades,eight,train
7,train/eight of spades/131.jpg,eight of spades,eight,train
7,train/eight of spades/132.jpg,eight of spades,eight,train
7,train/eight of spades/133.jpg,eight of spades,eight,train
7,train/eight of spades/134.jpg,eight of spades,eight,train
7,train/eight of spades/135.jpg,eight of spades,eight,train
8,train/five of clubs/001.jpg,five of clubs,five,train
8,train/five of clubs/002.jpg,five of clubs,five,train
8,train/five of clubs/003.jpg,five of clubs,five,train
8,train/five of clubs/004.jpg,five of clubs,five,train
8,train/five of clubs/005.jpg,five of clubs,five,train
8,train/five of clubs/006.jpg,five of clubs,five,train
8,train/five of clubs/007.jpg,five of clubs,five,train
8,train/five of clubs/008.jpg,five of clubs,five,train
8,train/five of clubs/009.jpg,five of clubs,five,train
8,train/five of clubs/010.jpg,five of clubs,five,train
8,train/five of clubs/011.jpg,five of clubs,five,train
8,train/five of clubs/012.jpg,five of clubs,five,train
8,train/five of clubs/013.jpg,five of clubs,five,train
8,train/five of clubs/014.jpg,five of clubs,five,train
8,train/five of clubs/015.jpg,five of clubs,five,train
8,train/five of clubs/016.jpg,five of clubs,five,train
8,train/five of clubs/017.jpg,five of clubs,five,train
8,train/five of clubs/018.jpg,five of clubs,five,train
8,train/five of clubs/019.jpg,five of clubs,five,train
8,train/five of clubs/020.jpg,five of clubs,five,train
8,train/five of clubs/021.jpg,five of clubs,five,train
8,train/five of clubs/022.jpg,five of clubs,five,train
8,train/five of clubs/023.jpg,five of clubs,five,train
8,train/five of clubs/024.jpg,five of clubs,five,train
8,train/five of clubs/025.jpg,five of clubs,five,train
8,train/five of clubs/026.jpg,five of clubs,five,train
8,train/five of clubs/027.jpg,five of clubs,five,train
8,train/five of clubs/028.jpg,five of clubs,five,train
8,train/five of clubs/029.jpg,five of clubs,five,train
8,train/five of clubs/030.jpg,five of clubs,five,train
8,train/five of clubs/031.jpg,five of clubs,five,train
8,train/five of clubs/032.jpg,five of clubs,five,train
8,train/five of clubs/033.jpg,five of clubs,five,train
8,train/five of clubs/034.jpg,five of clubs,five,train
8,train/five of clubs/035.jpg,five of clubs,five,train
8,train/five of clubs/036.jpg,five of clubs,five,train
8,train/five of clubs/037.jpg,five of clubs,five,train
8,train/five of clubs/038.jpg,five of clubs,five,train
8,train/five of clubs/039.jpg,five of clubs,five,train
8,train/five of clubs/040.jpg,five of clubs,five,train
8,train/five of clubs/041.jpg,five of clubs,five,train
8,train/five of clubs/042.jpg,five of clubs,five,train
8,train/five of clubs/043.jpg,five of clubs,five,train
8,train/five of clubs/044.jpg,five of clubs,five,train
8,train/five of clubs/045.jpg,five of clubs,five,train
8,train/five of clubs/046.jpg,five of clubs,five,train
8,train/five of clubs/047.jpg,five of clubs,five,train
8,train/five of clubs/048.jpg,five of clubs,five,train
8,train/five of clubs/049.jpg,five of clubs,five,train
8,train/five of clubs/050.jpg,five of clubs,five,train
8,train/five of clubs/051.jpg,five of clubs,five,train
8,train/five of clubs/052.jpg,five of clubs,five,train
8,train/five of clubs/053.jpg,five of clubs,five,train
8,train/five of clubs/054.jpg,five of clubs,five,train
8,train/five of clubs/055.jpg,five of clubs,five,train
8,train/five of clubs/056.jpg,five of clubs,five,train
8,train/five of clubs/057.jpg,five of clubs,five,train
8,train/five of clubs/058.jpg,five of clubs,five,train
8,train/five of clubs/059.jpg,five of clubs,five,train
8,train/five of clubs/060.jpg,five of clubs,five,train
8,train/five of clubs/061.jpg,five of clubs,five,train
8,train/five of clubs/062.jpg,five of clubs,five,train
8,train/five of clubs/063.jpg,five of clubs,five,train
8,train/five of clubs/064.jpg,five of clubs,five,train
8,train/five of clubs/065.jpg,five of clubs,five,train
8,train/five of clubs/066.jpg,five of clubs,five,train
8,train/five of clubs/067.jpg,five of clubs,five,train
8,train/five of clubs/068.jpg,five of clubs,five,train
8,train/five of clubs/069.jpg,five of clubs,five,train
8,train/five of clubs/070.jpg,five of clubs,five,train
8,train/five of clubs/071.jpg,five of clubs,five,train
8,train/five of clubs/072.jpg,five of clubs,five,train
8,train/five of clubs/073.jpg,five of clubs,five,train
8,train/five of clubs/074.jpg,five of clubs,five,train
8,train/five of clubs/075.jpg,five of clubs,five,train
8,train/five of clubs/076.jpg,five of clubs,five,train
8,train/five of clubs/077.jpg,five of clubs,five,train
8,train/five of clubs/078.jpg,five of clubs,five,train
8,train/five of clubs/079.jpg,five of clubs,five,train
8,train/five of clubs/080.jpg,five of clubs,five,train
8,train/five of clubs/081.jpg,five of clubs,five,train
8,train/five of clubs/082.jpg,five of clubs,five,train
8,train/five of clubs/083.jpg,five of clubs,five,train
8,train/five of clubs/084.jpg,five of clubs,five,train
8,train/five of clubs/085.jpg,five of clubs,five,train
8,train/five of clubs/086.jpg,five of clubs,five,train
8,train/five of clubs/087.jpg,five of clubs,five,train
8,train/five of clubs/088.jpg,five of clubs,five,train
8,train/five of clubs/089.jpg,five of clubs,five,train
8,train/five of clubs/090.jpg,five of clubs,five,train
8,train/five of clubs/091.jpg,five of clubs,five,train
8,train/five of clubs/092.jpg,five of clubs,five,train
8,train/five of clubs/093.jpg,five of clubs,five,train
8,train/five of clubs/094.jpg,five of clubs,five,train
8,train/five of clubs/095.jpg,five of clubs,five,train
8,train/five of clubs/096.jpg,five of clubs,five,train
8,train/five of clubs/097.jpg,five of clubs,five,train
8,train/five of clubs/098.jpg,five of clubs,five,train
8,train/five of clubs/099.jpg,five of clubs,five,train
8,train/five of clubs/100.jpg,five of clubs,five,train
8,train/five of clubs/101.jpg,five of clubs,five,train
8,train/five of clubs/102.jpg,five of clubs,five,train
8,train/five of clubs/103.jpg,five of clubs,five,train
8,train/five of clubs/104.jpg,five of clubs,five,train
8,train/five of clubs/105.jpg,five of clubs,five,train
8,train/five of clubs/106.jpg,five of clubs,five,train
8,train/five of clubs/107.jpg,five of clubs,five,train
8,train/five of clubs/108.jpg,five of clubs,five,train
8,train/five of clubs/109.jpg,five of clubs,five,train
8,train/five of clubs/110.jpg,five of clubs,five,train
8,train/five of clubs/111.jpg,five of clubs,five,train
8,train/five of clubs/112.jpg,five of clubs,five,train
8,train/five of clubs/113.jpg,five of clubs,five,train
8,train/five of clubs/114.jpg,five of clubs,five,train
8,train/five of clubs/115.jpg,five of clubs,five,train
8,train/five of clubs/116.jpg,five of clubs,five,train
8,train/five of clubs/117.jpg,five of clubs,five,train
8,train/five of clubs/118.jpg,five of clubs,five,train
8,train/five of clubs/119.jpg,five of clubs,five,train
8,train/five of clubs/120.jpg,five of clubs,five,train
8,train/five of clubs/121.jpg,five of clubs,five,train
8,train/five of clubs/122.jpg,five of clubs,five,train
8,train/five of clubs/123.jpg,five of clubs,five,train
8,train/five of clubs/124.jpg,five of clubs,five,train
8,train/five of clubs/125.jpg,five of clubs,five,train
8,train/five of clubs/126.jpg,five of clubs,five,train
8,train/five of clubs/127.jpg,five of clubs,five,train
8,train/five of clubs/128.jpg,five of clubs,five,train
8,train/five of clubs/129.jpg,five of clubs,five,train
8,train/five of clubs/130.jpg,five of clubs,five,train
8,train/five of clubs/131.jpg,five of clubs,five,train
8,train/five of clubs/132.jpg,five of clubs,five,train
8,train/five of clubs/133.jpg,five of clubs,five,train
8,train/five of clubs/134.jpg,five of clubs,five,train
8,train/five of clubs/135.jpg,five of clubs,five,train
8,train/five of clubs/136.jpg,five of clubs,five,train
8,train/five of clubs/137.jpg,five of clubs,five,train
8,train/five of clubs/138.jpg,five of clubs,five,train
8,train/five of clubs/139.jpg,five of clubs,five,train
8,train/five of clubs/140.jpg,five of clubs,five,train
8,train/five of clubs/141.jpg,five of clubs,five,train
8,train/five of clubs/142.jpg,five of clubs,five,train
8,train/five of clubs/143.jpg,five of clubs,five,train
8,train/five of clubs/144.jpg,five of clubs,five,train
8,train/five of clubs/145.jpg,five of clubs,five,train
8,train/five of clubs/146.jpg,five of clubs,five,train
8,train/five of clubs/147.jpg,five of clubs,five,train
8,train/five of clubs/148.jpg,five of clubs,five,train
8,train/five of clubs/149.jpg,five of clubs,five,train
8,train/five of clubs/150.jpg,five of clubs,five,train
9,train/five of diamonds/001.jpg,five of diamonds,five,train
9,train/five of diamonds/002.jpg,five of diamonds,five,train
9,train/five of diamonds/003.jpg,five of diamonds,five,train
9,train/five of diamonds/004.jpg,five of diamonds,five,train
9,train/five of diamonds/005.jpg,five of diamonds,five,train
9,train/five of diamonds/006.jpg,five of diamonds,five,train
9,train/five of diamonds/007.jpg,five of diamonds,five,train
9,train/five of diamonds/008.jpg,five of diamonds,five,train
9,train/five of diamonds/009.jpg,five of diamonds,five,train
9,train/five of diamonds/010.jpg,five of diamonds,five,train
9,train/five of diamonds/011.jpg,five of diamonds,five,train
9,train/five of diamonds/012.jpg,five of diamonds,five,train
9,train/five of diamonds/013.jpg,five of diamonds,five,train
9,train/five of diamonds/014.jpg,five of diamonds,five,train
9,train/five of diamonds/015.jpg,five of diamonds,five,train
9,train/five of diamonds/016.jpg,five of diamonds,five,train
9,train/five of diamonds/017.jpg,five of diamonds,five,train
9,train/five of diamonds/018.jpg,five of diamonds,five,train
9,train/five of diamonds/019.jpg,five of diamonds,five,train
9,train/five of diamonds/020.jpg,five of diamonds,five,train
9,train/five of diamonds/021.jpg,five of diamonds,five,train
9,train/five of diamonds/022.jpg,five of diamonds,five,train
9,train/five of diamonds/023.jpg,five of diamonds,five,train
9,train/five of diamonds/024.jpg,five of diamonds,five,train
9,train/five of diamonds/025.jpg,five of diamonds,five,train
9,train/five of diamonds/026.jpg,five of diamonds,five,train
9,train/five of diamonds/027.jpg,five of diamonds,five,train
9,train/five of diamonds/028.jpg,five of diamonds,five,train
9,train/five of diamonds/029.jpg,five of diamonds,five,train
9,train/five of diamonds/030.jpg,five of diamonds,five,train
9,train/five of diamonds/031.jpg,five of diamonds,five,train
9,train/five of diamonds/032.jpg,five of diamonds,five,train
9,train/five of diamonds/033.jpg,five of diamonds,five,train
9,train/five of diamonds/034.jpg,five of diamonds,five,train
9,train/five of diamonds/035.jpg,five of diamonds,five,train
9,train/five of diamonds/036.jpg,five of diamonds,five,train
9,train/five of diamonds/037.jpg,five of diamonds,five,train
9,train/five of diamonds/038.jpg,five of diamonds,five,train
9,train/five of diamonds/039.jpg,five of diamonds,five,train
9,train/five of diamonds/040.jpg,five of diamonds,five,train
9,train/five of diamonds/041.jpg,five of diamonds,five,train
9,train/five of diamonds/042.jpg,five of diamonds,five,train
9,train/five of diamonds/043.jpg,five of diamonds,five,train
9,train/five of diamonds/044.jpg,five of diamonds,five,train
9,train/five of diamonds/045.jpg,five of diamonds,five,train
9,train/five of diamonds/046.jpg,five of diamonds,five,train
9,train/five of diamonds/047.jpg,five of diamonds,five,train
9,train/five of diamonds/048.jpg,five of diamonds,five,train
9,train/five of diamonds/049.jpg,five of diamonds,five,train
9,train/five of diamonds/050.jpg,five of diamonds,five,train
9,train/five of diamonds/051.jpg,five of diamonds,five,train
9,train/five of diamonds/052.jpg,five of diamonds,five,train
9,train/five of diamonds/053.jpg,five of diamonds,five,train
9,train/five of diamonds/054.jpg,five of diamonds,five,train
9,train/five of diamonds/055.jpg,five of diamonds,five,train
9,train/five of diamonds/056.jpg,five of diamonds,five,train
9,train/five of diamonds/057.jpg,five of diamonds,five,train
9,train/five of diamonds/058.jpg,five of diamonds,five,train
9,train/five of diamonds/059.jpg,five of diamonds,five,train
9,train/five of diamonds/060.jpg,five of diamonds,five,train
9,train/five of diamonds/061.jpg,five of diamonds,five,train
9,train/five of diamonds/062.jpg,five of diamonds,five,train
9,train/five of diamonds/063.jpg,five of diamonds,five,train
9,train/five of diamonds/064.jpg,five of diamonds,five,train
9,train/five of diamonds/065.jpg,five of diamonds,five,train
9,train/five of diamonds/066.jpg,five of diamonds,five,train
9,train/five of diamonds/067.jpg,five of diamonds,five,train
9,train/five of diamonds/068.jpg,five of diamonds,five,train
9,train/five of diamonds/069.jpg,five of diamonds,five,train
9,train/five of diamonds/070.jpg,five of diamonds,five,train
9,train/five of diamonds/071.jpg,five of diamonds,five,train
9,train/five of diamonds/072.jpg,five of diamonds,five,train
9,train/five of diamonds/073.jpg,five of diamonds,five,train
9,train/five of diamonds/074.jpg,five of diamonds,five,train
9,train/five of diamonds/075.jpg,five of diamonds,five,train
9,train/five of diamonds/076.jpg,five of diamonds,five,train
9,train/five of diamonds/077.jpg,five of diamonds,five,train
9,train/five of diamonds/078.jpg,five of diamonds,five,train
9,train/five of diamonds/079.jpg,five of diamonds,five,train
9,train/five of diamonds/080.jpg,five of diamonds,five,train
9,train/five of diamonds/081.jpg,five of diamonds,five,train
9,train/five of diamonds/082.jpg,five of diamonds,five,train
9,train/five of diamonds/083.jpg,five of diamonds,five,train
9,train/five of diamonds/084.jpg,five of diamonds,five,train
9,train/five of diamonds/085.jpg,five of diamonds,five,train
9,train/five of diamonds/086.jpg,five of diamonds,five,train
9,train/five of diamonds/087.jpg,five of diamonds,five,train
9,train/five of diamonds/088.jpg,five of diamonds,five,train
9,train/five of diamonds/089.jpg,five of diamonds,five,train
9,train/five of diamonds/090.jpg,five of diamonds,five,train
9,train/five of diamonds/091.jpg,five of diamonds,five,train
9,train/five of diamonds/092.jpg,five of diamonds,five,train
9,train/five of diamonds/093.jpg,five of diamonds,five,train
9,train/five of diamonds/094.jpg,five of diamonds,five,train
9,train/five of diamonds/095.jpg,five of diamonds,five,train
9,train/five of diamonds/096.jpg,five of diamonds,five,train
9,train/five of diamonds/097.jpg,five of diamonds,five,train
9,train/five of diamonds/098.jpg,five of diamonds,five,train
9,train/five of diamonds/099.jpg,five of diamonds,five,train
9,train/five of diamonds/100.jpg,five of diamonds,five,train
9,train/five of diamonds/101.jpg,five of diamonds,five,train
9,train/five of diamonds/102.jpg,five of diamonds,five,train
9,train/five of diamonds/103.jpg,five of diamonds,five,train
9,train/five of diamonds/104.jpg,five of diamonds,five,train
9,train/five of diamonds/105.jpg,five of diamonds,five,train
9,train/five of diamonds/106.jpg,five of diamonds,five,train
9,train/five of diamonds/107.jpg,five of diamonds,five,train
9,train/five of diamonds/108.jpg,five of diamonds,five,train
9,train/five of diamonds/109.jpg,five of diamonds,five,train
9,train/five of diamonds/110.jpg,five of diamonds,five,train
9,train/five of diamonds/111.jpg,five of diamonds,five,train
9,train/five of diamonds/112.jpg,five of diamonds,five,train
9,train/five of diamonds/113.jpg,five of diamonds,five,train
9,train/five of diamonds/114.jpg,five of diamonds,five,train
9,train/five of diamonds/115.jpg,five of diamonds,five,train
9,train/five of diamonds/116.jpg,five of diamonds,five,train
9,train/five of diamonds/117.jpg,five of diamonds,five,train
9,train/five of diamonds/118.jpg,five of diamonds,five,train
9,train/five of diamonds/119.jpg,five of diamonds,five,train
9,train/five of diamonds/120.jpg,five of diamonds,five,train
9,train/five of diamonds/121.jpg,five of diamonds,five,train
9,train/five of diamonds/122.jpg,five of diamonds,five,train
9,train/five of diamonds/123.jpg,five of diamonds,five,train
9,train/five of diamonds/124.jpg,five of diamonds,five,train
9,train/five of diamonds/125.jpg,five of diamonds,five,train
9,train/five of diamonds/126.jpg,five of diamonds,five,train
9,train/five of diamonds/127.jpg,five of diamonds,five,train
9,train/five of diamonds/128.jpg,five of diamonds,five,train
9,train/five of diamonds/129.jpg,five of diamonds,five,train
9,train/five of diamonds/130.jpg,five of diamonds,five,train
9,train/five of diamonds/131.jpg,five of diamonds,five,train
9,train/five of diamonds/132.jpg,five of diamonds,five,train
9,train/five of diamonds/133.jpg,five of diamonds,five,train
9,train/five of diamonds/134.jpg,five of diamonds,five,train
9,train/five of diamonds/135.jpg,five of diamonds,five,train
9,train/five of diamonds/136.jpg,five of diamonds,five,train
9,train/five of diamonds/137.jpg,five of diamonds,five,train
9,train/five of diamonds/138.jpg,five of diamonds,five,train
10,train/five of hearts/001.jpg,five of hearts,five,train
10,train/five of hearts/002.jpg,five of hearts,five,train
10,train/five of hearts/003.jpg,five of hearts,five,train
10,train/five of hearts/004.jpg,five of hearts,five,train
10,train/five of hearts/005.jpg,five of hearts,five,train
10,train/five of hearts/006.jpg,five of hearts,five,train
10,train/five of hearts/007.jpg,five of hearts,five,train
10,train/five of hearts/008.jpg,five of hearts,five,train
10,train/five of hearts/009.jpg,five of hearts,five,train
10,train/five of hearts/010.jpg,five of hearts,five,train
10,train/five of hearts/011.jpg,five of hearts,five,train
10,train/five of hearts/012.jpg,five of hearts,five,train
10,train/five of hearts/013.jpg,five of hearts,five,train
10,train/five of hearts/014.jpg,five of hearts,five,train
10,train/five of hearts/015.jpg,five of hearts,five,train
10,train/five of hearts/016.jpg,five of hearts,five,train
10,train/five of hearts/017.jpg,five of hearts,five,train
10,train/five of hearts/018.jpg,five of hearts,five,train
10,train/five of hearts/019.jpg,five of hearts,five,train
10,train/five of hearts/020.jpg,five of hearts,five,train
10,train/five of hearts/021.jpg,five of hearts,five,train
10,train/five of hearts/022.jpg,five of hearts,five,train
10,train/five of hearts/023.jpg,five of hearts,five,train
10,train/five of hearts/024.jpg,five of hearts,five,train
10,train/five of hearts/025.jpg,five of hearts,five,train
10,train/five of hearts/026.jpg,five of hearts,five,train
10,train/five of hearts/027.jpg,five of hearts,five,train
10,train/five of hearts/028.jpg,five of hearts,five,train
10,train/five of hearts/029.jpg,five of hearts,five,train
10,train/five of hearts/030.jpg,five of hearts,five,train
10,train/five of hearts/031.jpg,five of hearts,five,train
10,train/five of hearts/032.jpg,five of hearts,five,train
10,train/five of hearts/033.jpg,five of hearts,five,train
10,train/five of hearts/034.jpg,five of hearts,five,train
10,train/five of hearts/035.jpg,five of hearts,five,train
10,train/five of hearts/036.jpg,five of hearts,five,train
10,train/five of hearts/037.jpg,five of hearts,five,train
10,train/five of hearts/038.jpg,five of hearts,five,train
10,train/five of hearts/039.jpg,five of hearts,five,train
10,train/five of hearts/040.jpg,five of hearts,five,train
10,train/five of hearts/041.jpg,five of hearts,five,train
10,train/five of hearts/042.jpg,five of hearts,five,train
10,train/five of hearts/043.jpg,five of hearts,five,train
10,train/five of hearts/044.jpg,five of hearts,five,train
10,train/five of hearts/045.jpg,five of hearts,five,train
10,train/five of hearts/046.jpg,five of hearts,five,train
10,train/five of hearts/047.jpg,five of hearts,five,train
10,train/five of hearts/048.jpg,five of hearts,five,train
10,train/five of hearts/049.jpg,five of hearts,five,train
10,train/five of hearts/050.jpg,five of hearts,five,train
10,train/five of hearts/051.jpg,five of hearts,five,train
10,train/five of hearts/052.jpg,five of hearts,five,train
10,train/five of hearts/053.jpg,five of hearts,five,train
10,train/five of hearts/054.jpg,five of hearts,five,train
10,train/five of hearts/055.jpg,five of hearts,five,train
10,train/five of hearts/056.jpg,five of hearts,five,train
10,train/five of hearts/057.jpg,five of hearts,five,train
10,train/five of hearts/058.jpg,five of hearts,five,train
10,train/five of hearts/059.jpg,five of hearts,five,train
10,train/five of hearts/060.jpg,five of hearts,five,train
10,train/five of hearts/061.jpg,five of hearts,five,train
10,train/five of hearts/062.jpg,five of hearts,five,train
10,train/five of hearts/063.jpg,five of hearts,five,train
10,train/five of hearts/064.jpg,five of hearts,five,train
10,train/five of hearts/065.jpg,five of hearts,five,train
10,train/five of hearts/066.jpg,five of hearts,five,train
10,train/five of hearts/067.jpg,five of hearts,five,train
10,train/five of hearts/068.jpg,five of hearts,five,train
10,train/five of hearts/069.jpg,five of hearts,five,train
10,train/five of hearts/070.jpg,five of hearts,five,train
10,train/five of hearts/071.jpg,five of hearts,five,train
10,train/five of hearts/072.jpg,five of hearts,five,train
10,train/five of hearts/073.jpg,five of hearts,five,train
10,train/five of hearts/074.jpg,five of hearts,five,train
10,train/five of hearts/075.jpg,five of hearts,five,train
10,train/five of hearts/076.jpg,five of hearts,five,train
10,train/five of hearts/077.jpg,five of hearts,five,train
10,train/five of hearts/078.jpg,five of hearts,five,train
10,train/five of hearts/079.jpg,five of hearts,five,train
10,train/five of hearts/080.jpg,five of hearts,five,train
10,train/five of hearts/081.jpg,five of hearts,five,train
10,train/five of hearts/082.jpg,five of hearts,five,train
10,train/five of hearts/083.jpg,five of hearts,five,train
10,train/five of hearts/084.jpg,five of hearts,five,train
10,train/five of hearts/085.jpg,five of hearts,five,train
10,train/five of hearts/086.jpg,five of hearts,five,train
10,train/five of hearts/087.jpg,five of hearts,five,train
10,train/five of hearts/088.jpg,five of hearts,five,train
10,train/five of hearts/089.jpg,five of hearts,five,train
10,train/five of hearts/090.jpg,five of hearts,five,train
10,train/five of hearts/091.jpg,five of hearts,five,train
10,train/five of hearts/092.jpg,five of hearts,five,train
10,train/five of hearts/093.jpg,five of hearts,five,train
10,train/five of hearts/094.jpg,five of hearts,five,train
10,train/five of hearts/095.jpg,five of hearts,five,train
10,train/five of hearts/096.jpg,five of hearts,five,train
10,train/five of hearts/097.jpg,five of hearts,five,train
10,train/five of hearts/098.jpg,five of hearts,five,train
10,train/five of hearts/099.jpg,five of hearts,five,train
10,train/five of hearts/100.jpg,five of hearts,five,train
10,train/five of hearts/101.jpg,five of hearts,five,train
10,train/five of hearts/102.jpg,five of hearts,five,train
10,train/five of hearts/103.jpg,five of hearts,five,train
10,train/five of hearts/104.jpg,five of hearts,five,train
10,train/five of hearts/105.jpg,five of hearts,five,train
10,train/five of hearts/106.jpg,five of hearts,five,train
10,train/five of hearts/107.jpg,five of hearts,five,train
10,train/five of hearts/108.jpg,five of hearts,five,train
10,train/five of hearts/109.jpg,five of hearts,five,train
10,train/five of hearts/110.jpg,five of hearts,five,train
10,train/five of hearts/111.jpg,five of hearts,five,train
10,train/five of hearts/112.jpg,five of hearts,five,train
10,train/five of hearts/113.jpg,five of hearts,five,train
10,train/five of hearts/114.jpg,five of hearts,five,train
10,train/five of hearts/115.jpg,five of hearts,five,train
10,train/five of hearts/116.jpg,five of hearts,five,train
10,train/five of hearts/117.jpg,five of hearts,five,train
10,train/five of hearts/118.jpg,five of hearts,five,train
10,train/five of hearts/119.jpg,five of hearts,five,train
10,train/five of hearts/120.jpg,five of hearts,five,train
10,train/five of hearts/121.jpg,five of hearts,five,train
